nu*k**2 sigma
0.001 1.3545522692165488
0.0010974987654930556 1.3208405272445127
0.0012045035402587824 1.289785932114349
0.0013219411484660286 1.2599893058364482
0.0014508287784959402 1.2338283403402601
0.0015922827933410922 1.2086547305762008
0.001747528400007683 1.186772055609017
0.0019179102616724887 1.166786797254296
0.00210490414451202 1.1474317873003765
0.0023101297000831605 1.1308703109305334
0.0025353644939701114 1.1147153511656873
0.0027825594022071257 1.0999753901626261
0.0030538555088334154 1.0876417277819466
0.003351602650938841 1.0754080406859667
0.0036783797718286343 1.0653454854938713
0.004037017258596553 1.0552270304827531
0.004430621457583882 1.046032647703567
0.004862601580065354 1.0387318826258929
0.005336699231206312 1.031163727389122
0.005857020818056668 1.0243009840337354
0.006428073117284319 1.0191111765455094
0.007054802310718645 1.013488139549634
0.007742636826811269 1.0083988454384911
0.008497534359086447 1.004810576842581
0.0093260334688322 1.0006598397039943
0.010235310218990263 0.9969082060783648
0.011233240329780276 0.9945244709224788
0.012328467394420665 0.991470880532145
0.013530477745798075 0.9896964590516555
0.01484968262254465 0.987200920587891
0.016297508346206444 0.9859099810090091
0.01788649529057435 0.9838434598964239
0.019630406500402715 0.9829249290735582
0.021544346900318846 0.9811704670766629
0.023644894126454083 0.9805296615702008
0.025950242113997372 0.9799890411105655
0.02848035868435802 0.9795339973988059
0.03125715849688237 0.9781764503331144
0.03430469286314919 0.9778670625516376
0.037649358067924694 0.9776081798422374
0.04132012400115339 0.9773918254129894
0.04534878508128584 0.977211203500674
0.049770235643321115 0.977060547622266
0.05462277217684343 0.9769349814616629
0.05994842503189412 0.9768303935328061
0.06579332246575682 0.976743325848617
0.07220809018385467 0.9766708761792562
0.07924828983539177 0.9766106130629697
0.08697490026177834 0.9765605024903683
0.09545484566618342 0.9765188450726157
0.10476157527896651 0.9764842224859543
0.11497569953977368 0.9764554520277916
0.1261856883066021 0.976431548199074
0.1384886371393873 0.9764116903266326
0.15199110829529347 0.9763951953456371
0.1668100537200059 0.9763814949682366
0.18307382802953698 0.9763701165652015
0.2009233002565048 0.9763606671801082
0.22051307399030456 0.9763528201789351
0.24201282647943834 0.9763463041118214
0.26560877829466867 0.9763408934281691
0.29150530628251786 0.9763364007183613
0.31992671377973847 0.9763326703751992
0.35111917342151344 0.9763295730734378
0.3853528593710531 0.9763270014285971
0.4229242874389499 0.976324866258751
0.4641588833612782 0.9763230935031896
0.5094138014816381 0.9763216216614145
0.5590810182512228 0.976320399664974
0.6135907273413176 0.97631938510929
0.6734150657750828 0.9763185427847483
0.7390722033525783 0.9763178434565444
0.8111308307896873 0.9763147568997248
0.8902150854450392 0.9763147568997248
0.9770099572992257 0.9763147568997248
1.0722672220103242 0.9763147568997248
1.1768119524349991 0.9763147568997248
1.291549665014884 0.9763147568997248
1.4174741629268062 0.9763147568997248
1.5556761439304723 0.9763147568997248
1.7073526474706922 0.9763147568997248
1.873817422860385 0.9763147568997248
2.0565123083486534 0.9763147568997248
2.2570197196339215 0.9763147568997248
2.4770763559917115 0.9763147568997248
2.718588242732943 0.9763147568997248
2.9836472402833403 0.9763147568997248
3.2745491628777317 0.9763147568997248
3.5938136638046294 0.9763147568997248
3.94420605943766 0.9763147568997248
4.328761281083062 0.9763147568997248
4.750810162102798 0.9763147568997248
5.21400828799969 0.9763147568997248
5.72236765935022 0.9763147568997248
6.280291441834259 0.9763147568997248
6.892612104349702 0.9763147568997248
7.56463327554629 0.9763147568997248
8.302175681319753 0.9763147568997248
9.111627561154895 0.9763147568997248
10.0 0.9763147568997248
