nu*k**2 sigma
0.001 1.0898285986881981
0.0010974987654930556 1.0977033504331224
0.0012045035402587824 1.1061848181652123
0.0013219411484660286 1.1153047851084767
0.0014508287784959402 1.1250940358407222
0.0015922827933410922 1.1355817939578843
0.001747528400007683 1.1467950910578308
0.0019179102616724887 1.1587580711318548
0.00210490414451202 1.1714912379412512
0.0023101297000831605 1.185010656962678
0.0025353644939701114 1.1993271278967141
0.0027825594022071257 1.2144453483522075
0.0030538555088334154 1.230363093899043
0.003351602650938841 1.2470704438735
0.0036783797718286343 1.2645490857360033
0.004037017258596553 1.282771732985019
0.004430621457583882 1.3017016921841087
0.004862601580065354 1.3212926131797689
0.005336699231206312 1.3414884527808186
0.005857020818056668 1.362223675912661
0.006428073117284319 1.3834237096275783
0.007054802310718645 1.40500565466433
0.007742636826811269 1.4268792470759062
0.008497534359086447 1.4489480495671496
0.0093260334688322 1.4711108395583539
0.010235310218990263 1.493263149633568
0.011233240329780276 1.5152989069255611
0.012328467394420665 1.5371121119563493
0.013530477745798075 1.5585984950592395
0.01484968262254465 1.579657089987061
0.016297508346206444 1.6001916695324314
0.01788649529057435 1.6201119964746562
0.019630406500402715 1.6393348541625032
0.021544346900318846 1.6577848335971404
0.023644894126454083 1.6753948669712826
0.025950242113997372 1.692106510267558
0.02848035868435802 1.7078699888756486
0.03125715849688237 1.7226440296146863
0.03430469286314919 1.7363955096474004
0.037649358067924694 1.7490989573910587
0.04132012400115339 1.7607359427306235
0.04534878508128584 1.7712943938559296
0.049770235643321115 1.780767876227779
0.05462277217684343 1.789154865939325
0.05994842503189412 1.796458045501316
0.06579332246575682 1.8026836452381423
0.07220809018385467 1.807840848379164
0.07924828983539177 1.8119412728423718
0.08697490026177834 1.814998537843604
0.09545484566618342 1.8170279189682024
0.10476157527896651 1.8180460913059053
0.11497569953977368 1.8180709567258926
0.1261856883066021 1.8171215483828294
0.1384886371393873 1.8152180031067158
0.15199110829529347 1.8123815904414042
0.1668100537200059 1.8086347857587075
0.18307382802953698 1.8040013740851497
0.2009233002565048 1.7985065710314083
0.22051307399030456 1.7921771474984216
0.24201282647943834 1.7850415456246973
0.26560877829466867 1.7771299746967395
0.29150530628251786 1.7684744774087509
0.31992671377973847 1.7591089588493558
0.35111917342151344 1.7490691728137753
0.3853528593710531 1.7383926623782031
0.4229242874389499 1.7271186540107493
0.4641588833612782 1.7152879067137181
0.5094138014816381 1.702942519689128
0.5590810182512228 1.6901257037052142
0.6135907273413176 1.676881522652592
0.6734150657750828 1.6632546126785328
0.7390722033525783 1.6492898867688193
0.8111308307896873 1.6350322327273543
0.8902150854450392 1.6205262122250186
0.9770099572992257 1.6058157680085514
1.0722672220103242 1.5909439455452206
1.1768119524349991 1.5759526344013612
1.291549665014884 1.5608823335827486
1.4174741629268062 1.5457719439662396
1.5556761439304723 1.5306585898800646
1.7073526474706922 1.5155774708883698
1.873817422860385 1.5005617439362764
2.0565123083486534 1.485642435235539
2.2570197196339215 1.4708483806286372
2.4770763559917115 1.4562061926626428
2.718588242732943 1.4417402522287495
2.9836472402833403 1.4274727223689385
3.2745491628777317 1.413423581704727
3.5938136638046294 1.3996106748891055
3.94420605943766 1.3860497775059424
4.328761281083062 1.3727546729257112
4.750810162102798 1.3597372387579427
5.21400828799969 1.3470075407060988
5.72236765935022 1.3345739318181529
6.280291441834259 1.3224431553263127
6.892612104349702 1.310620449473971
7.56463327554629 1.2991096529308195
8.302175681319753 1.2879133095931223
9.111627561154895 1.2770327717519279
10.0 1.266468300784902
