T/T_f gamma
0.001 0.0006246096189881324
0.0010722672220103231 0.0007180821096680467
0.0011497569953977356 0.000825531153040927
0.0012328467394420659 0.0009490428888424899
0.0013219411484660286 0.0010910136391802622
0.0014174741629268048 0.001254195644552711
0.0015199110829529332 0.0014417494199550265
0.0016297508346206436 0.0016573036493568712
0.001747528400007683 0.0019050236511636552
0.001873817422860383 0.002189689571432136
0.002009233002565048 0.002516785594821298
0.0021544346900318843 0.0028926016039423946
0.0023101297000831605 0.0033243488632397496
0.0024770763559917113 0.0038202914495757286
0.0026560877829466868 0.0043898952920428305
0.002848035868435802 0.005043996809171024
0.0030538555088334154 0.005794993230010913
0.0032745491628777285 0.006657056739211275
0.003511191734215131 0.007646374571766939
0.0037649358067924675 0.00878141706948082
0.004037017258596553 0.010083235457612022
0.004328761281083057 0.011575790654058895
0.004641588833612782 0.013286313717846944
0.004977023564332114 0.015245697494976904
0.005336699231206312 0.017488917525150378
0.00572236765935022 0.020055478209351177
0.006135907273413176 0.022989877462134437
0.006579332246575682 0.026342079422595716
0.007054802310718645 0.030167980102946534
0.007564633275546291 0.034529844945932746
0.008111308307896872 0.039496690002555415
0.008697490026177835 0.045144569755999
0.0093260334688322 0.05155672455368596
0.01 0.058823529411764705
0.010722672220103232 0.06704217416644921
0.011497569953977356 0.07631599352149372
0.012328467394420659 0.08675335598203025
0.013219411484660293 0.09846601513295383
0.014174741629268055 0.11156682809750276
0.01519911082952934 0.12616675785058304
0.016297508346206444 0.14237110233661024
0.01747528400007684 0.1602749379209704
0.01873817422860384 0.17995783046188055
0.02009233002565047 0.2014779548520146
0.021544346900318846 0.22486587011434
0.023101297000831605 0.250118313679983
0.024770763559917114 0.2771924908080386
0.026560877829466867 0.30600142285491316
0.02848035868435802 0.3364109572287406
0.030538555088334154 0.3682390090935242
0.03274549162877728 0.40125748397410116
0.03511191734215131 0.43519711895352203
0.037649358067924674 0.46975519470626487
0.04037017258596556 0.5046057476480441
0.04328761281083059 0.5394116025008188
0.046415888336127795 0.5738373065196635
0.049770235643321115 0.6075619242086001
0.0533669923120631 0.6402906704611047
0.05722367659350217 0.6717645167711412
0.06135907273413173 0.7017671678430405
0.06579332246575682 0.7301291240878376
0.07054802310718646 0.7567288630867969
0.07564633275546291 0.7814914417801876
0.08111308307896872 0.8043850094645748
0.08697490026177834 0.8254158184082248
0.093260334688322 0.844622330691018
0.1 0.8620689655172414
0.10722672220103231 0.8778399347648358
0.11497569953977356 0.892033499329162
0.12328467394420659 0.9047568638461785
0.13219411484660287 0.9161218254997642
0.14174741629268048 0.9262412106902277
0.1519911082952933 0.9352260733537135
0.16297508346206452 0.9431835893153232
0.1747528400007685 0.9502155589881893
0.1873817422860385 0.9564174220297958
0.2009233002565048 0.961877688333952
0.21544346900318845 0.9666776965824427
0.23101297000831605 0.9708916218133903
0.24770763559917114 0.9745866651061301
0.26560877829466867 0.9778233701896036
0.2848035868435802 0.9806560227180453
0.30538555088334157 0.9831330976718874
0.32745491628777285 0.9852977286493627
0.3511191734215131 0.9871881797063841
0.37649358067924676 0.988838305974534
0.40370172585965536 0.9902779936893131
0.4328761281083057 0.9915335736635432
0.4641588833612782 0.9926282048137717
0.49770235643321137 0.9935822262476853
0.5336699231206312 0.9944134777862477
0.572236765935022 0.9951375897432247
0.6135907273413176 0.995768243414433
0.6579332246575682 0.9963174041184579
0.7054802310718645 0.9967955288426242
0.7564633275546291 0.9972117506319189
0.8111308307896873 0.9975740418523559
0.8697490026177834 0.9978893583928387
0.9326033468832199 0.9981637667625795
1.0 0.9984025559105432
