nu*k**2 sigma
0.001 1.916068867138992
0.0010974987654930556 1.9160666348157513
0.0012045035402587824 1.916063945987736
0.0013219411484660286 1.9160607073040712
0.0014508287784959402 1.916056806325983
0.0015922827933410922 1.9160521076244732
0.001747528400007683 1.9160464480804957
0.0019179102616724887 1.9160396312247918
0.00210490414451202 1.916031420421358
0.0023101297000831605 1.9160215306585742
0.0025353644939701114 1.9160096186640094
0.0027825594022071257 1.9159952710011812
0.0030538555088334154 1.9159779897371536
0.003351602650938841 1.915957175186497
0.0036783797718286343 1.915932105137041
0.004037017258596553 1.9159019098427668
0.004430621457583882 1.915865541925199
0.004862601580065354 1.9158217401522173
0.005336699231206312 1.9157689858569227
0.005857020818056668 1.9157054505127453
0.006428073117284319 1.91562893268715
0.007054802310718645 1.9155367822466267
0.007742636826811269 1.9154258092707412
0.008497534359086447 1.9152921746422256
0.0093260334688322 1.9151312587019604
0.010235310218990263 1.9149375036800929
0.011233240329780276 1.9147042248255033
0.012328467394420665 1.9144233842444407
0.013530477745798075 1.9140853204176287
0.01484968262254465 1.9136784251913352
0.016297508346206444 1.9131887587398124
0.01788649529057435 1.912599591598492
0.019630406500402715 1.911890861419394
0.021544346900318846 1.9110385306913364
0.023644894126454083 1.9100138304444454
0.025950242113997372 1.9087823741513874
0.02848035868435802 1.9073031259955704
0.03125715849688237 1.9055272089125463
0.03430469286314919 1.9033965410606244
0.037649358067924694 1.9008422956674538
0.04132012400115339 1.8977831899251292
0.04534878508128584 1.8941236255977396
0.049770235643321115 1.889751729565646
0.05462277217684343 1.8845373793939255
0.05994842503189412 1.8783303501394155
0.06579332246575682 1.8709587867062056
0.07220809018385467 1.862228292635471
0.07924828983539177 1.8519220300025545
0.08697490026177834 1.8398023396138814
0.09545484566618342 1.8256145009695965
0.10476157527896651 1.809093330215356
0.11497569953977368 1.789973318839084
0.1261856883066021 1.7680028878388
0.1384886371393873 1.7429630039923416
0.15199110829529347 1.714689817569444
0.1668100537200059 1.6831001151657592
0.18307382802953698 1.6482173009342005
0.2009233002565048 1.6101945110912217
0.22051307399030456 1.569330650629654
0.24201282647943834 1.5260750190970838
0.26560877829466867 1.4810171120258457
0.29150530628251786 1.4348602507216432
0.31992671377973847 1.388380607955176
0.35111917342151344 1.3423762494934994
0.3853528593710531 1.2976130826402843
0.4229242874389499 1.254775333512767
0.4641588833612782 1.2144271092938939
0.5094138014816381 1.17698911091639
0.5590810182512228 1.14273146624465
0.6135907273413176 1.11178085811371
0.6734150657750828 1.084138266426078
0.7390722033525783 1.0597029423218138
0.8111308307896873 1.0382985189706713
0.8902150854450392 1.01969806570835
0.9770099572992257 1.0036460162628535
1.0722672220103242 0.9898759512292415
1.1768119524349991 0.9781240288688847
1.291549665014884 0.9681383925241493
1.4174741629268062 0.9596851673928176
1.5556761439304723 0.9525517568434594
1.7073526474706922 0.9465481255754196
1.873817422860385 0.9415066693046656
2.0565123083486534 0.9372811578827166
2.2570197196339215 0.9337451254498558
2.4770763559917115 0.9307899804427077
2.718588242732943 0.9283230252668356
2.9836472402833403 0.9262655107818251
3.2745491628777317 0.9245508025876631
3.5938136638046294 0.9231227016373454
3.94420605943766 0.921933937987271
4.328761281083062 0.9209448408736949
4.750810162102798 0.9201221785576988
5.21400828799969 0.9194381557705499
5.72236765935022 0.9188695537981885
6.280291441834259 0.9183969973025308
6.892612104349702 0.9180043322004624
7.56463327554629 0.917678099831258
8.302175681319753 0.9174070939168265
9.111627561154895 0.9171819882448385
10.0 0.916995024448619
