T/T_f gamma
0.001 0.01442973426068925
0.0010722672220103231 0.01655491350723416
0.0011497569953977356 0.018987054639455065
0.0012328467394420659 0.021768601090019858
0.0013219411484660286 0.024947273265112962
0.0014174741629268048 0.028576539182485896
0.0015199110829529332 0.03271606622497061
0.0016297508346206436 0.03743212879458097
0.001747528400007683 0.042797938539798006
0.001873817422860383 0.048893854299820606
0.002009233002565048 0.05580741811964
0.0021544346900318843 0.06363315204815984
0.0023101297000831605 0.07247203871369205
0.0024770763559917113 0.08243059814528034
0.0026560877829466868 0.09361946585992283
0.002848035868435802 0.10615137545691855
0.0030538555088334154 0.12013845615205876
0.0032745491628777285 0.13568877569764273
0.003511191734215131 0.1529020959651978
0.0037649358067924675 0.17186486551886404
0.004037017258596553 0.19264455247586496
0.004328761281083057 0.21528352039592574
0.004641588833612782 0.23979276374844072
0.004977023564332114 0.2661459356664436
0.005336699231206312 0.29427420103455854
0.00572236765935022 0.3240625094995783
0.006135907273413176 0.3553478814873098
0.006579332246575682 0.3879202158702056
0.007054802310718645 0.42152595185050395
0.007564633275546291 0.4558746584743421
0.008111308307896872 0.4906483117184499
0.008697490026177835 0.5255126977597303
0.0093260334688322 0.5601301075681901
0.01 0.5941723144352908
0.010722672220103232 0.6273327873216213
0.011497569953977356 0.6593371969320614
0.012328467394420659 0.6899514969829283
0.013219411484660293 0.7189871658226097
0.014174741629268055 0.7463035178843945
0.01519911082952934 0.7718072875592922
0.016297508346206444 0.795449911033425
0.01747528400007684 0.8172230651091164
0.01873817422860384 0.8371530660774769
0.02009233002565047 0.855294701082188
0.021544346900318846 0.871724981830298
0.023101297000831605 0.8865372002074586
0.024770763559917114 0.8998355483907426
0.026560877829466867 0.9117304577916102
0.02848035868435802 0.9223347207719483
0.030538555088334154 0.9317603903210946
0.03274549162877728 0.9401164055542827
0.03511191734215131 0.947506862343319
0.037649358067924674 0.9540298348253506
0.04037017258596556 0.9597766509565178
0.04328761281083059 0.964831530054732
0.046415888336127795 0.9692714994297371
0.049770235643321115 0.9731665184716989
0.0533669923120631 0.9765797503768522
0.05722367659350217 0.9795679330066999
0.06135907273413173 0.9821818106153414
0.06579332246575682 0.984466597058906
0.07054802310718646 0.9864624485525382
0.07564633275546291 0.9882049301248496
0.08111308307896872 0.9897254647702679
0.08697490026177834 0.9910517580816357
0.093260334688322 0.992208194030615
0.1 0.9932161997150804
0.10722672220103231 0.9940945784569315
0.11497569953977356 0.9948598117366527
0.12328467394420659 0.9955263311978926
0.13219411484660287 0.9961067624324815
0.14174741629268048 0.9966121425326926
0.1519911082952933 0.9970521135275867
0.16297508346206452 0.9974350938462039
0.1747528400007685 0.9977684299044536
0.1873817422860385 0.9980585298191904
0.2009233002565048 0.998310981130193
0.21544346900318845 0.9985306542718233
0.23101297000831605 0.9987217933904478
0.24770763559917114 0.9988880959578718
0.26560877829466867 0.9990327824895187
0.2848035868435802 0.9991586575417419
0.30538555088334157 0.9992681630372083
0.32745491628777285 0.9993634248516021
0.3511191734215131 0.9994462934892646
0.37649358067924676 0.9995183795796828
0.40370172585965536 0.9995810848405956
0.4328761281083057 0.9996356290763487
0.4641588833612782 0.9996830737113523
0.49770235643321137 0.999724342297405
0.5336699231206312 0.9997602383795372
0.572236765935022 0.9997914610572342
0.6135907273413176 0.9998186185357656
0.6579332246575682 0.9998422399252886
0.7054802310718645 0.9998627855128277
0.7564633275546291 0.9998806557036773
0.8111308307896873 0.9998961988037454
0.8697490026177834 0.9999097177924526
0.9326033468832199 0.9999214762166431
1.0 0.9999317033192187
